,alumnusLabel,organisationLabel,placeLabel,countryLabel
1083,Mattias Winterdahl,Stockholm University,Stockholm Municipality,Sweden
1084,wang yonglei,Stockholm University,Stockholm Municipality,Sweden
1085,Lina Eklund,Stockholm University,Stockholm Municipality,Sweden
1086,Adnan Mahmutovic,Stockholm University,Stockholm Municipality,Sweden
1087,Gösta Grönroos,Stockholm University,Stockholm Municipality,Sweden
1088,Eva Norén,Stockholm University,Stockholm Municipality,Sweden
1089,Anders R Nilsson,Stockholm University,Stockholm Municipality,Sweden
1090,Andreas Rosenblad,Stockholm University,Stockholm Municipality,Sweden
1091,Samuel Lampa,Stockholm University,Stockholm Municipality,Sweden
1092,Ruben G:son Berg,Stockholm University,Stockholm Municipality,Sweden
1093,Lennart Bengtsson,Stockholm University,Stockholm Municipality,Sweden
1094,Anders Bárány,Stockholm University,Stockholm Municipality,Sweden
1095,Gerhard Lindblom,Stockholm University,Stockholm Municipality,Sweden
1096,Göran Ahrne,Stockholm University,Stockholm Municipality,Sweden
1097,Lars Hörmander,Stockholm University,Stockholm Municipality,Sweden
1098,Jonas Rafi,Stockholm University,Stockholm Municipality,Sweden
1099,Johan Svensson,Stockholm University,Stockholm Municipality,Sweden
1100,Gottfrid Adlerz,Stockholm University,Stockholm Municipality,Sweden
1101,Mohamed Abdel-Rehim,Stockholm University,Stockholm Municipality,Sweden
1102,Fritz Carlson,Stockholm University,Stockholm Municipality,Sweden
1103,Karl Johan Warburg,Stockholm University,Stockholm Municipality,Sweden
1104,Ingrid Hammarström,Stockholm University,Stockholm Municipality,Sweden
1105,Karolina Ekholm,Stockholm University,Stockholm Municipality,Sweden
1106,Greta Arwidsson,Stockholm University,Stockholm Municipality,Sweden
1107,Sten de Geer,Stockholm University,Stockholm Municipality,Sweden
1108,Svante Janson,Stockholm University,Stockholm Municipality,Sweden
1109,Radovan Krejci,Stockholm University,Stockholm Municipality,Sweden
1110,Barbro Klein,Stockholm University,Stockholm Municipality,Sweden
1111,Xiaodong Zou,Stockholm University,Stockholm Municipality,Sweden
1112,Beatrice Crona,Stockholm University,Stockholm Municipality,Sweden
1113,Maria Alexandra Bighiu,Stockholm University,Stockholm Municipality,Sweden
1114,Martin Margold,Stockholm University,Stockholm Municipality,Sweden
1115,Michael Tjernström,Stockholm University,Stockholm Municipality,Sweden
1116,Yeneneh Haileselassie,Stockholm University,Stockholm Municipality,Sweden
1117,David Drew,Stockholm University,Stockholm Municipality,Sweden
1118,Malin Jonell,Stockholm University,Stockholm Municipality,Sweden
1119,Aniko Bartfai,Stockholm University,Stockholm Municipality,Sweden
1120,Fernando Jaramillo,Stockholm University,Stockholm Municipality,Sweden
1121,Line Gordon,Stockholm University,Stockholm Municipality,Sweden
1122,Moataz Dowaidar,Stockholm University,Stockholm Municipality,Sweden
1123,Hitesh V Motwani,Stockholm University,Stockholm Municipality,Sweden
1124,Eva Sverremark-Ekström,Stockholm University,Stockholm Municipality,Sweden
1125,Aatto Laaksonen,Stockholm University,Stockholm Municipality,Sweden
1126,Fredrik Dalerum,Stockholm University,Stockholm Municipality,Sweden
1127,Martha Muusses,Stockholm University,Stockholm Municipality,Sweden
1128,Ann-Sofie Jemth,Stockholm University,Stockholm Municipality,Sweden
1129,Krister Bykvist,Stockholm University,Stockholm Municipality,Sweden
1130,Petter Asp,Stockholm University,Stockholm Municipality,Sweden
1131,Joakim Edsjö,Stockholm University,Stockholm Municipality,Sweden
1132,Olof Olsson,Stockholm University,Stockholm Municipality,Sweden
1133,Annette Sköld,Stockholm University,Stockholm Municipality,Sweden
1134,Cormac McGrath,Stockholm University,Stockholm Municipality,Sweden
1135,Stig Jägerskiöld,Stockholm University,Stockholm Municipality,Sweden
1136,Nils Runeby,Stockholm University,Stockholm Municipality,Sweden
1137,Per Olof Berg,Stockholm University,Stockholm Municipality,Sweden
1138,Julius Borcea,Stockholm University,Stockholm Municipality,Sweden
1139,Thorild Wulff,Stockholm University,Stockholm Municipality,Sweden
1140,Hilding Thylander,Stockholm University,Stockholm Municipality,Sweden
1141,Otto Pettersson,Stockholm University,Stockholm Municipality,Sweden
1142,Sven Ulric Palme,Stockholm University,Stockholm Municipality,Sweden
1143,Henry Olsson,Stockholm University,Stockholm Municipality,Sweden
1144,Dag Norberg,Stockholm University,Stockholm Municipality,Sweden
1145,Ulf Grenander,Stockholm University,Stockholm Municipality,Sweden
1146,Anders Knutsson Ångström,Stockholm University,Stockholm Municipality,Sweden
1147,Fredrik Adam Smitt,Stockholm University,Stockholm Municipality,Sweden
1148,Birger Ekeberg,Stockholm University,Stockholm Municipality,Sweden
1149,Percy Dudgeon Quensel,Stockholm University,Stockholm Municipality,Sweden
1150,Kent Zetterberg,Stockholm University,Stockholm Municipality,Sweden
1151,Aija Priedīte,Stockholm University,Stockholm Municipality,Sweden
1152,Boris Shapiro,Stockholm University,Stockholm Municipality,Sweden
1153,Ulrika Manns,Stockholm University,Stockholm Municipality,Sweden
1154,Ernst Antevs,Stockholm University,Stockholm Municipality,Sweden
1155,Jens Klackenberg,Stockholm University,Stockholm Municipality,Sweden
1156,Phillips Hult,Stockholm University,Stockholm Municipality,Sweden
1157,Ingrid Detter de Frankopan,Stockholm University,Stockholm Municipality,Sweden
1158,Velta Ruke-Dravina,Stockholm University,Stockholm Municipality,Sweden
1159,Per-Arne Bodin,Stockholm University,Stockholm Municipality,Sweden
1160,Max Gorosch,Stockholm University,Stockholm Municipality,Sweden
1161,Gunnar Vilhelm Täckholm,Stockholm University,Stockholm Municipality,Sweden
1162,Lars-Erik Tammelin,Stockholm University,Stockholm Municipality,Sweden
1163,Ernst Söderlund,Stockholm University,Stockholm Municipality,Sweden
1164,Olof Selling,Stockholm University,Stockholm Municipality,Sweden
1165,Valter Schytt,Stockholm University,Stockholm Municipality,Sweden
1166,Jens Rydgren,Stockholm University,Stockholm Municipality,Sweden
1167,Johan Rockström,Stockholm University,Stockholm Municipality,Sweden
1168,Arne Elofsson,Stockholm University,Stockholm Municipality,Sweden
1169,Tomas Hemmingsson,Stockholm University,Stockholm Municipality,Sweden
1170,Carl M. Elwing,Stockholm University,Stockholm Municipality,Sweden
1171,Rolf Torstendahl,Stockholm University,Stockholm Municipality,Sweden
1172,Tommy Möller,Stockholm University,Stockholm Municipality,Sweden
1173,Olof Ruin,Stockholm University,Stockholm Municipality,Sweden
1174,Henning Rodhe,Stockholm University,Stockholm Municipality,Sweden
1175,Michael Lundholm,Stockholm University,Stockholm Municipality,Sweden
1176,Nils Ahnlund,Stockholm University,Stockholm Municipality,Sweden
1177,Gustav Cassel,Stockholm University,Stockholm Municipality,Sweden
1178,Gunnar Heckscher,Stockholm University,Stockholm Municipality,Sweden
1179,Lars Edvard Phragmén,Stockholm University,Stockholm Municipality,Sweden
1180,Nils Strindberg,Stockholm University,Stockholm Municipality,Sweden
1181,Johan Gunnar Andersson,Stockholm University,Stockholm Municipality,Sweden
1182,Göran Malmqvist,Stockholm University,Stockholm Municipality,Sweden
1183,Naomi P. Keehnen,Stockholm University,Stockholm Municipality,Sweden
1184,Dick R Nässel,Stockholm University,Stockholm Municipality,Sweden
1185,Svante Hedström,Stockholm University,Stockholm Municipality,Sweden
1186,Erik Angner,Stockholm University,Stockholm Municipality,Sweden
1187,Stefan Lindskog,Stockholm University,Stockholm Municipality,Sweden
1188,Sven Lidin,Stockholm University,Stockholm Municipality,Sweden
1189,Torsten Husén,Stockholm University,Stockholm Municipality,Sweden
1190,Sven Åke Heed,Stockholm University,Stockholm Municipality,Sweden
1191,Torvald T:son Höjer,Stockholm University,Stockholm Municipality,Sweden
1192,Elis Håstad,Stockholm University,Stockholm Municipality,Sweden
1193,Hjalmar Holmgren,Stockholm University,Stockholm Municipality,Sweden
1194,Claes Fransson,Stockholm University,Stockholm Municipality,Sweden
1195,Lennart Eliasson (biolog),Stockholm University,Stockholm Municipality,Sweden
1196,Per Ola Karis,Stockholm University,Stockholm Municipality,Sweden
1197,Ragnar Nilsson,Stockholm University,Stockholm Municipality,Sweden
1198,Karl Myrbäck,Stockholm University,Stockholm Municipality,Sweden
1199,Ingemar Mundebo,Stockholm University,Stockholm Municipality,Sweden
1200,Jan Lundqvist,Stockholm University,Stockholm Municipality,Sweden
1201,Magnus Ljunggren,Stockholm University,Stockholm Municipality,Sweden
1202,Kent Kainulainen,Stockholm University,Stockholm Municipality,Sweden
1203,Bengt Lindberg,Stockholm University,Stockholm Municipality,Sweden
1204,Jan Peder Lamm,Stockholm University,Stockholm Municipality,Sweden
1205,Vibjörn Karlén,Stockholm University,Stockholm Municipality,Sweden
1206,Göran Hägg,Stockholm University,Stockholm Municipality,Sweden
1207,Per Olof Hulth,Stockholm University,Stockholm Municipality,Sweden
1208,Anders Gullberg,Stockholm University,Stockholm Municipality,Sweden
1209,Ariel Goobar,Stockholm University,Stockholm Municipality,Sweden
1210,Jan Glete,Stockholm University,Stockholm Municipality,Sweden
1211,Sven Gavelin,Stockholm University,Stockholm Municipality,Sweden
1212,Gösta Gahm,Stockholm University,Stockholm Municipality,Sweden
1213,Anna Wåhlin,Stockholm University,Stockholm Municipality,Sweden
1214,Erik Green,Stockholm University,Stockholm Municipality,Sweden
1215,Johan Lundström,Stockholm University,Stockholm Municipality,Sweden
1216,Sten Malmquist,Stockholm University,Stockholm Municipality,Sweden
1217,Göran Östlin,Stockholm University,Stockholm Municipality,Sweden
1218,Christer Wiklund,Stockholm University,Stockholm Municipality,Sweden
1219,Johan Rockström,Stockholm University,Stockholm Municipality,Sweden
1220,Walborg Thorsell,Stockholm University,Stockholm Municipality,Sweden
1221,Anders Andrén,Stockholm University,Stockholm Municipality,Sweden
1222,Karna Lidmar-Bergström,Stockholm University,Stockholm Municipality,Sweden
1223,Gertrud Lennander,Stockholm University,Stockholm Municipality,Sweden
1224,Karolina Ekholm,Stockholm University,Stockholm Municipality,Sweden
1225,Hilding Eek,Stockholm University,Stockholm Municipality,Sweden
1226,Gustav Ising,Stockholm University,Stockholm Municipality,Sweden
1227,Vilhelm Carlheim-Gyllensköld,Stockholm University,Stockholm Municipality,Sweden
1228,Helge Bäckström,Stockholm University,Stockholm Municipality,Sweden
1229,Hans G. Boman,Stockholm University,Stockholm Municipality,Sweden
1230,Gunnar Borg,Stockholm University,Stockholm Municipality,Sweden
1231,Thore Gustaf Halle,Stockholm University,Stockholm Municipality,Sweden
1232,Tor Ragnar Gerholm,Stockholm University,Stockholm Municipality,Sweden
1233,Hilding Faxén,Stockholm University,Stockholm Municipality,Sweden
1234,Gösta Ekspong,Stockholm University,Stockholm Municipality,Sweden
1235,Mattias Winterdahl,Stockholm University,Stockholm Municipality,Sweden
1236,Erik Wellander,Stockholm University,Stockholm Municipality,Sweden
1237,Anders Wedberg,Stockholm University,Stockholm Municipality,Sweden
1238,Sten Wahlund,Stockholm University,Stockholm Municipality,Sweden
1239,Sven Tunberg,Stockholm University,Stockholm Municipality,Sweden
1240,Ejnar Neymark,Stockholm University,Stockholm Municipality,Sweden
1241,Tor Andræ,Stockholm University,Stockholm Municipality,Sweden
1242,Elias Wessén,Stockholm University,Stockholm Municipality,Sweden
1243,Oscar Levertin,Stockholm University,Stockholm Municipality,Sweden
1244,Lennart von Post,Stockholm University,Stockholm Municipality,Sweden
1245,Bert Bolin,Stockholm University,Stockholm Municipality,Sweden
1246,Gerard De Geer,Stockholm University,Stockholm Municipality,Sweden
1247,Johan Wilcke,Stockholm University,Stockholm Municipality,Sweden
1248,Torsten Carleman,Stockholm University,Stockholm Municipality,Sweden
1249,Erik Ivar Fredholm,Stockholm University,Stockholm Municipality,Sweden
1250,Gunnar Helén,Stockholm University,Stockholm Municipality,Sweden
1251,Eli Heckscher,Stockholm University,Stockholm Municipality,Sweden
1252,Håkan Lans,Stockholm University,Stockholm Municipality,Sweden
1253,Gösta Mittag-Leffler,Stockholm University,Stockholm Municipality,Sweden
1254,Johnny Roosval,Stockholm University,Stockholm Municipality,Sweden
1255,Bo Hedberg,Stockholm University,Stockholm Municipality,Sweden
1256,Jeff Werner,Stockholm University,Stockholm Municipality,Sweden
1257,Holger Larsen,Stockholm University,Stockholm Municipality,Sweden
1258,Stig Hadenius,Stockholm University,Stockholm Municipality,Sweden
1259,Torsten Ekedahl,Stockholm University,Stockholm Municipality,Sweden
1260,Carin Holmberg,Stockholm University,Stockholm Municipality,Sweden
1261,Östen Dahl,Stockholm University,Stockholm Municipality,Sweden
1262,Bo Ralph,Stockholm University,Stockholm Municipality,Sweden
1263,Helge von Koch,Stockholm University,Stockholm Municipality,Sweden
1264,Svante August Arrhenius,Stockholm University,Stockholm Municipality,Sweden
1265,Dimitris Georgellis,National Autonomous University of Mexico,Mexico City,Mexico
1266,Julián Adem,National Autonomous University of Mexico,Mexico City,Mexico
1267,William Apró,University of Birmingham,Birmingham,United Kingdom
1268,William Apró,University of Birmingham,Birmingham,United Kingdom
1269,William Apró,University of Birmingham,Birmingham,United Kingdom
1270,William Apró,University of Birmingham,Birmingham,United Kingdom
1271,Laszlo B. Kish,University of Birmingham,Birmingham,United Kingdom
1272,Laszlo B. Kish,University of Birmingham,Birmingham,United Kingdom
1273,Adam Johansson,University of Michigan,Ann Arbor,United States of America
1274,Oskar Klein,University of Michigan,Ann Arbor,United States of America
1275,Kristina Håkansson,University of Michigan,Ann Arbor,United States of America
1276,Jonas Strandberg,University of Michigan,Ann Arbor,United States of America
1277,Claes Fornell,University of Michigan,Ann Arbor,United States of America
1278,Gustav Nestor,University of Pittsburgh,Pittsburgh,United States of America
1279,Gustav Nestor,University of Pittsburgh,Oakland,United States of America
1280,Martin Gustavsson,University of Minnesota,Saint Paul,United States of America
1281,Martin Gustavsson,University of Minnesota,Minneapolis,United States of America
1282,Martin Gustavsson,University of Minnesota,Falcon Heights,United States of America
1283,Claes von Hofsten,University of Minnesota,Saint Paul,United States of America
1284,Claes von Hofsten,University of Minnesota,Minneapolis,United States of America
1285,Claes von Hofsten,University of Minnesota,Falcon Heights,United States of America
1286,Anna Sundborger,University of Minnesota,Saint Paul,United States of America
1287,Anna Sundborger,University of Minnesota,Minneapolis,United States of America
1288,Anna Sundborger,University of Minnesota,Falcon Heights,United States of America
1289,Maike Hamann,University of Minnesota,Saint Paul,United States of America
1290,Maike Hamann,University of Minnesota,Minneapolis,United States of America
1291,Maike Hamann,University of Minnesota,Falcon Heights,United States of America
1292,Jonas Helgertz,University of Minnesota,Saint Paul,United States of America
1293,Jonas Helgertz,University of Minnesota,Minneapolis,United States of America
1294,Jonas Helgertz,University of Minnesota,Falcon Heights,United States of America
1295,Nils Hasselmo,University of Minnesota,Saint Paul,United States of America
1296,Nils Hasselmo,University of Minnesota,Minneapolis,United States of America
1297,Nils Hasselmo,University of Minnesota,Falcon Heights,United States of America
1298,Hans Garmo,King's College London,London Borough of Lambeth,United Kingdom
1299,Hans Garmo,King's College London,Southwark,United Kingdom
1300,Aileen King,Joslin Diabetes Center,Boston,United States of America
1301,Furqan A. Shah,University of Plymouth,Plymouth,United Kingdom
1302,Furqan A. Shah,University of Plymouth,City of Plymouth,United Kingdom
1303,Gerard Pokruszyński,Warsaw University of Technology,Warsaw,Poland
1304,Vinit Parida,University of Vaasa,Vaasa,Finland
1305,Per Larsson,Norwegian University of Life Sciences,Ås,Norway
1306,Daniel Ocampo Daza,"University of California, Merced",California,United States of America
1307,Soheil Damangir,Karolinska University Hospital,Solna Municipality,Sweden
